Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Series A - CellMEAT,https://www.crunchbase.com/funding_round/cellmeat-series-a--c12255e5,Series A,17400000000,KRW,13193628,2023-05-24,6,4,CellMEAT is a company that provides protein production services.,Food Processing,"Gwangju, Kwangju-jikhalsi, South Korea, Asia",,https://www.thecellmeat.com/,CellMEAT,https://www.crunchbase.com/organization/cellmeat
Series A - Nivoda,https://www.crunchbase.com/funding_round/nivoda-series-a--9088ae34,Series A,11000000,USD,11000000,2023-05-17,5,1,"Nivoda is the B2B marketplace for diamonds & jewellery - the fastest, easiest and most profitable way to buy and sell diamonds","Information Technology, Logistics, Marketplace, Precious Metals, Supply Chain Management","London, England, United Kingdom, Europe",Less than $1M,https://nivoda.net/,Nivoda,https://www.crunchbase.com/organization/nivoda
Series A - UrbanChain,https://www.crunchbase.com/funding_round/urbanchain-series-a--545b1cb3,Series A,5250000,GBP,6466265,2023-05-25,1,5,"Blockchain, AI, Renewables, Distributed Energy Management System, Peer-to-Peer Exchange System, Local Energy Market, Virtual Power Plants","Artificial Intelligence, Blockchain, Clean Energy, Energy, Energy Management, GreenTech, Information Technology, Machine Learning, Renewable Energy","Manchester, Manchester, United Kingdom, Europe",,http://urbanchain.co.uk,UrbanChain,https://www.crunchbase.com/organization/urbanchain
Series A - Laguna Health,https://www.crunchbase.com/funding_round/laguna-health-series-a--21a8a2be,Series A,15000000,USD,15000000,2023-05-16,2,2,AI-powered contextual care management,"Health Care, Home Health Care, Software, Wellness","Tel Aviv, Tel Aviv, Israel, Asia",,https://www.lagunahealth.com,Laguna Health,https://www.crunchbase.com/organization/laguna-health
Series A - Incentivio,https://www.crunchbase.com/funding_round/incentivio-series-a--fafc4f9a,Series A,10000000,USD,10000000,2023-05-17,3,2,Incentivio is helping restaurants win restaurant 2.0 by transforming the restaurant experience for the digital age.,"Apps, Cloud Data Services, Mobile, Restaurants, Software","Boston, Massachusetts, United States, North America",$1M to $10M,https://incentivio.com,Incentivio,https://www.crunchbase.com/organization/incentivio
Series A - Life5,https://www.crunchbase.com/funding_round/getlife-series-a--f5f4cca1,Series A,10000000,EUR,10686900,2023-06-06,3,3,Life wins. Really easy life insurance.,,"Madrid, Madrid, Spain, Europe",,https://life5.com/,Life5,https://www.crunchbase.com/organization/getlife
Series B - Digibee,https://www.crunchbase.com/funding_round/digibee-series-b--1ebf7108,Series B,300000000,BRL,60492408,2023-06-02,5,8,Digibee is an enterprise integration Platform-as-a-Service (eiPaaS) that accelerates digital transformation efforts.,"B2B, Information and Communications Technology (ICT), PaaS, SaaS","São Paulo, Sao Paulo, Brazil, South America",$1M to $10M,https://www.digibee.com,Digibee,https://www.crunchbase.com/organization/digibee
Series A - Modulo Bio,https://www.crunchbase.com/funding_round/modulo-bio-series-a--d485629a,Series A,8000000,USD,8000000,2023-06-01,7,1,Modulo Bio is a biotech startup.,"Biotechnology, Medical, Product Research","San Diego, California, United States, North America",,https://www.modulo.bio,Modulo Bio,https://www.crunchbase.com/organization/modulo-bio
Series A - Cleyrop,https://www.crunchbase.com/funding_round/cleyrop-series-a--ba7b4084,Series A,10000000,EUR,10713520,2023-06-02,4,2,Cleyrop is a secure and sovereign platform for democratizing and industrializing data use.,Big Data,"Paris, Ile-de-France, France, Europe",,https://cleyrop.com,Cleyrop,https://www.crunchbase.com/organization/cleyrop
Series A - Larkspur Biosciences,https://www.crunchbase.com/funding_round/larkspur-biosciences-series-a--30a7c7cb,Series A,35500000,USD,35500000,2023-05-23,3,2,Larkspur Biosciences is a biotechnology business that is developing the next generation of precision immunotherapies to combat cancer.,"Biotechnology, Health Care, Medical","Watertown, Massachusetts, United States, North America",,https://larkspur.bio,Larkspur Biosciences,https://www.crunchbase.com/organization/larkspur-biosciences
Series B - Eccogene,https://www.crunchbase.com/funding_round/eccogene-series-b--a0949623,Series B,180000000,CNY,25206200,2023-06-12,8,2,Eccogene discovers and develops translational medicine in metabolic and immune-related diseases.,Health Care,"Shanghai, Shanghai, China, Asia",$10M to $50M,https://eccogene.com/,Eccogene,https://www.crunchbase.com/organization/eccogene
Series A - Tenzo,https://www.crunchbase.com/funding_round/tenzo-series-a--7f0eb830,Series A,4000000,GBP,4993845,2023-05-16,2,7,"Bring your entire tech stack together in one place, get meaningful recommendations on how to hit your targets.","Mobile Apps, Restaurants","London, England, United Kingdom, Europe",Less than $1M,http://www.gotenzo.com,Tenzo,https://www.crunchbase.com/organization/tenzo
Series A - Afia,https://www.crunchbase.com/funding_round/afia-food-series-a--7c7002b2,Series A,3000000,USD,3000000,2023-06-06,4,3,Afia offers nutritious and traditional mediterranean recipes.,"Food and Beverage, Food Processing","Austin, Texas, United States, North America",,https://afiafoods.com/,Afia,https://www.crunchbase.com/organization/afia-food
Series A - Kelvin,https://www.crunchbase.com/funding_round/radiator-labs-inc-series-a--85024b61,Series A,30000000,USD,30000000,2023-05-18,3,12,Kelvin is an energy management and electrification platform for radiator-heated buildings.,"Energy Efficiency, Energy Management, Internet of Things, Sustainability","Brooklyn, New York, United States, North America",$1M to $10M,https://kel.vin,Kelvin,https://www.crunchbase.com/organization/radiator-labs-inc
Series A - Glazero Technology,https://www.crunchbase.com/funding_round/glazero-series-a--c707ca9f,Series A,,,,2023-06-06,3,4,Glazero Technology Glazero is a home security technology product developer.,Smart Home,"Shenzhen, Guangdong, China, Asia",,https://www.aosulife.com/,Glazero Technology,https://www.crunchbase.com/organization/glazero
Series A - Cuzen Matcha,https://www.crunchbase.com/funding_round/cuzen-matcha-series-a--cbfd50f1,Series A,3600000,USD,3600000,2023-06-06,2,2,Cuzen Matcha is to modernize authentic matcha to daily life through technology and design.,Food and Beverage,"San Mateo, California, United States, North America",,https://cuzenmatcha.com/,Cuzen Matcha,https://www.crunchbase.com/organization/cuzen-matcha
Series A - Innolake Biopharm,https://www.crunchbase.com/funding_round/innolake-biopharm-series-a--46487eb6,Series A,100000000,CNY,14049877,2023-06-05,3,2,Innolake Biopharm clinical-stage biotech company with a focus on oncology and autoimmune disease areas.,"Biotechnology, Medical, Therapeutics","Hangzhou, Zhejiang, China, Asia",,http://www.innolakebio.com/,Innolake Biopharm,https://www.crunchbase.com/organization/innolake-biopharm
Series A - Diligent Pharma,https://www.crunchbase.com/funding_round/diligent-pharma-series-a--02345586,Series A,8270000,USD,8270000,2023-05-15,3,1,Diligent Pharma is a platform that streamlines the selection and qualification of clinical trial service providers.,"Computer, Industrial Manufacturing, Pharmaceutical","Philadelphia, Pennsylvania, United States, North America",,https://www.diligentpharma.com/,Diligent Pharma,https://www.crunchbase.com/organization/diligent-pharma
Series B - Lifeform,https://www.crunchbase.com/funding_round/lifeform-series-b--366843c1,Series B,,,,2023-05-15,1,3,Lifeform provides decentralized identity systems for Web3 avatars.,"3D Technology, Identity Management, Information Technology, Software, Web Apps",,$1M to $10M,https://lifeform.cc/,Lifeform,https://www.crunchbase.com/organization/lifeform
Series A - Alloy Enterprises,https://www.crunchbase.com/funding_round/alloy-enterprises-series-a--3a9945e4,Series A,26000000,USD,26000000,2023-05-17,7,7,Alloy Enterprises operates as industry disruptors looking to tackle inefficiencies in conventional manufacturing.,"Industrial, Industrial Engineering, Manufacturing","Somerville, Massachusetts, United States, North America",,https://www.alloyenterprises.co,Alloy Enterprises,https://www.crunchbase.com/organization/alloy-enterprises
Series B - Hestia Power,https://www.crunchbase.com/funding_round/hestia-power-series-b--9f3482b3,Series B,500000000,CNY,70847620,2023-05-23,1,2,Hestia Power is a SiC and GaN power semiconductor technology and product development company.,,"Shanghai, Shanghai, China, Asia",,http://www.hestiapower.cn/,Hestia Power,https://www.crunchbase.com/organization/hestia-power
Series B - OMass Technologies,https://www.crunchbase.com/funding_round/omass-technologies-series-b--f88afeea,Series B,10000000,GBP,12524893,2023-05-15,1,5,OMass Technologies is a drug discovery company exploiting novel mass spectrometry platforms to develop therapeutics.,"Life Science, Pharmaceutical","Oxford, Oxfordshire, United Kingdom, Europe",Less than $1M,https://omass.com,OMass Technologies,https://www.crunchbase.com/organization/omass-technologies
Series B - ImmVirX,https://www.crunchbase.com/funding_round/immvirx-series-b--5d8f23f5,Series B,25000000,USD,25000000,2023-06-05,2,3,ImmVirX devolops novel oncolytic viruses to create powerful new cancer immunotherapy combinations.,"Health Care, Health Diagnostics","New Lambton, New South Wales, Australia, Oceania",,https://www.immvirx.com/,ImmVirX,https://www.crunchbase.com/organization/immvirx
Series A - eXmoor Pharma,https://www.crunchbase.com/funding_round/exmoor-pharma-series-a--42154be6,Series A,35000000,USD,35000000,2023-05-30,2,2,eXmoor Pharma is a technical and strategic consultancy specialising in cell and gene therapies (ATMPs) and biopharmaceuticals.,"Biotechnology, Life Science","Bristol, Bristol, City of, United Kingdom, Europe",,http://www.exmoorpharma.com/,eXmoor Pharma,https://www.crunchbase.com/organization/exmoor-pharma
Series A - Juno capital,https://www.crunchbase.com/funding_round/juno-capital-e126-series-a--336d8360,Series A,,,,2023-05-22,1,1,Juno capital is a low-carbon service operator.,"Advanced Materials, Environmental Engineering, SaaS","Changyang, Beijing, China, Asia",,http://www.junocapital.com.cn/,Juno capital,https://www.crunchbase.com/organization/juno-capital-e126
Series A - Hydrogen Intelligence,https://www.crunchbase.com/funding_round/hydrogen-intelligence-series-a--6832eba0,Series A,,,,2023-06-06,2,1,Hydrogen Intelligence is an intelligent equipment and technology innovation enterprise.,,"Beijing, Beijing, China, Asia",,,Hydrogen Intelligence,https://www.crunchbase.com/organization/hydrogen-intelligence
Series B - Ingeek,https://www.crunchbase.com/funding_round/ingeek-9e32-series-b--99c8a920,Series B,200000000,CNY,28242205,2023-05-30,4,4,Ingeek provides information security consulting and services.,"Consulting, Internet of Things, Security","Xuhui, Shanghai, China, Asia",,http://www.ingeek.com,Ingeek,https://www.crunchbase.com/organization/ingeek-9e32
Series A - City Innovate,https://www.crunchbase.com/funding_round/city-innovate-series-a--3295dfc6,Series A,12000000,USD,12000000,2023-05-18,4,1,City Innovate provides solutions to help modernize government through technology.,"Consulting, Government, Information Technology, Software","San Francisco, California, United States, North America",,https://www.cityinnovate.com/,City Innovate,https://www.crunchbase.com/organization/city-innovate
Series B - Yingke Biopharmaceutical,https://www.crunchbase.com/funding_round/yingke-biopharmaceutical-series-b--10b458f5,Series B,300000000,CNY,42286278,2023-06-01,4,1,"Yingke Biopharmaceutical operates as a high-tech biopharmaceutical enterprise integrating R&D, production and sales.","Biopharma, Pharmaceutical","Taizhou, Jiangsu, China, Asia",,http://www.yk-bio.com/,Yingke Biopharmaceutical,https://www.crunchbase.com/organization/yingke-biopharmaceutical
Series A - Uncommon,https://www.crunchbase.com/funding_round/higher-steaks-series-a--1ec31ee1,Series A,24000000,GBP,30131788,2023-06-08,8,3,"Uncommon is about providing with that juicy, tender, and delicious meat they love but without harming their health, planet, and animals.","Biotechnology, Food and Beverage, Food Processing, Life Science","Cambridge, Cambridgeshire, United Kingdom, Europe",,https://uncommonbio.co,Uncommon,https://www.crunchbase.com/organization/higher-steaks
Series A - Paydock,https://www.crunchbase.com/funding_round/paydock-series-a--95e72d40,Series A,25000000,GBP,31040669,2023-05-23,1,1,"Paydock is a fintech offering orchestration solutions to financial institutions, brand retailers and non-profit organizations.","Enterprise Software, Financial Services, FinTech, Payments","London, England, United Kingdom, Europe",$1M to $10M,https://paydock.com,Paydock,https://www.crunchbase.com/organization/paydock
Series A - DeepKinase,https://www.crunchbase.com/funding_round/deepkinase-series-a--ea2b634c,Series A,,,,2023-05-25,1,2,DeepKinase is a biotechnology company that commercializes PCT patented technology proteomics platform DoTK (Deep Omics of Tyrosine Kinase).,"Biotechnology, Medical","Haidian, Beijing, China, Asia",,https://deepkinase.com/,DeepKinase,https://www.crunchbase.com/organization/deepkinase
Series A - Heshun Agriculture,https://www.crunchbase.com/funding_round/heshun-agriculture-series-a--9b981561,Series A,10000000,CNY,1421241,2023-05-18,1,1,Heshun Agriculture is an industrial sprout producer.,"Agriculture, Farming, Manufacturing","Shenzhen, Guangdong, China, Asia",,,Heshun Agriculture,https://www.crunchbase.com/organization/heshun-agriculture
Series A - Sijian Bio,https://www.crunchbase.com/funding_round/sijian-bio-series-a--cf6d6716,Series A,100000000,CNY,14062521,2023-05-31,3,1,Sijian Bio is a progressive antibody research and development firm.,"Biotechnology, Health Care, Pharmaceutical","Pudong, Shandong, China, Asia",,,Sijian Bio,https://www.crunchbase.com/organization/sijian-bio
Series B - Nido Biosciences,https://www.crunchbase.com/funding_round/nido-biosciences-series-b--dc9bfe5d,Series B,86600000,USD,86600000,2023-05-15,1,3,Nido Biosciences is a clinical-stage company that develops precision medicines for severe neurological diseases.,"Biotechnology, Health Care, Personal Health","Watertown, Massachusetts, United States, North America",$1M to $10M,https://www.nidobio.com,Nido Biosciences,https://www.crunchbase.com/organization/nido-biosciences
Series A - Tengsheng Technology,https://www.crunchbase.com/funding_round/tengsheng-technology-series-a--783db228,Series A,,,,2023-05-22,1,1,Tengsheng Technology provides solar systems for residential applications.,"Information Technology, Residential, Solar","Suzhou, Jiangsu, China, Asia",,https://www.tsun-ess.com/,Tengsheng Technology,https://www.crunchbase.com/organization/tengsheng-technology
Series A - Predibase,https://www.crunchbase.com/funding_round/predibase-series-a--a9d33d4b,Series A,12200000,USD,12200000,2023-05-31,1,3,"Finally, an alternative to AutoML","Artificial Intelligence, Machine Learning, Software","San Francisco, California, United States, North America",,https://predibase.com,Predibase,https://www.crunchbase.com/organization/predibase
Series A - Exum Instruments,https://www.crunchbase.com/funding_round/exum-instruments-series-a--4f8efef8,Series A,6000000,USD,6000000,2023-05-23,6,4,Exum strives to give scientists and professionals the tools and experience they deserve.,Software,"Denver, Colorado, United States, North America",$1M to $10M,https://www.exuminstruments.com/,Exum Instruments,https://www.crunchbase.com/organization/exum-instruments
Series A - Significo,https://www.crunchbase.com/funding_round/significo-4530-series-a--85adc91c,Series A,12000000,USD,12000000,2023-06-07,1,1,"Significo to deliver AI-based individualization to their users at scale, without needing to staff an in-house Advanced Data team.","Advertising, Health Care, Web Development","Austin, Texas, United States, North America",,http://www.Significo.com,Significo,https://www.crunchbase.com/organization/significo-4530
Series A - China Reserve National Energy,https://www.crunchbase.com/funding_round/china-reserve-national-energy-series-a--a65d9dc4,Series A,1000000000,CNY,141310798,2023-05-29,12,1,China Reserve National Energy is a developer of air energy storage technology.,"Energy, Energy Management, Energy Storage, Industrial","Haidian, Beijing, China, Asia",,https://www.caes.store/,China Reserve National Energy,https://www.crunchbase.com/organization/china-reserve-national-energy
Series A - Ge'an Cloud,https://www.crunchbase.com/funding_round/ge-an-cloud-series-a--549c23d2,Series A,,,,2023-05-23,1,3,Ge'an Cloud is an ESG software and cloud data service provider of PRM process risk management & PSM process safety management services.,"Cloud Computing, Cloud Data Services, Software, Software Engineering","Changning, Shanghai, China, Asia",,https://www.geanyun.com/,Ge'an Cloud,https://www.crunchbase.com/organization/ge-an-cloud
Series A - Trip Affiliates Network,https://www.crunchbase.com/funding_round/trip-affiliates-network-series-a--84647a53,Series A,4500000,USD,4500000,2023-06-06,1,1,Trip Affiliates Network is a technical stack and ecosystem for B2B travel and hospitality.,"B2B, Hospitality, Travel","Singapore, Central Region, Singapore, Asia",,https://www.tripaffiliates.com/,Trip Affiliates Network,https://www.crunchbase.com/organization/trip-affiliates-network
Series B - Aricen,https://www.crunchbase.com/funding_round/aricen-series-b--0fe03adf,Series B,200000000,CNY,28540441,2023-05-19,1,1,Aricen is a supplier of high-purity electronic chemicals and electronic gas products in the Asia Pacific region.,"Advanced Materials, Electronics, Service Industry","Suzhou, Jiangsu, China, Asia",,https://www.aricen.cn/en/,Aricen,https://www.crunchbase.com/organization/aricen
Series A - Revamp Medical,https://www.crunchbase.com/funding_round/revamp-medical-series-a--4a434eb1,Series A,,,,2023-05-30,3,2,"Revamp Medical is an early stage medtech, developing catheter based solution for the treatment of Acute Decompensated Heart Failure (ADHF).","Health Care, Medical Device","Netanya, HaMerkaz, Israel, Asia",,https://www.revampmedical.com/,Revamp Medical,https://www.crunchbase.com/organization/revamp-medical
Series A - Vrify,https://www.crunchbase.com/funding_round/vrify-series-a--2324f7a9,Series A,6000000,USD,6000000,2023-05-30,3,1,Vrify is an information technology and services company located in Vancouver.,"Customer Service, Information Services, Information Technology, Software","Vancouver, British Columbia, Canada, North America",,https://www.vrify.com,Vrify,https://www.crunchbase.com/organization/vrify
Series A - Space Auto,https://www.crunchbase.com/funding_round/space-auto-series-a--0af55fb9,Series A,,,,2023-06-06,1,1,"Space Auto gives car dealerships the tools to connect with customers, drive sales and grow business... all in one space.","Automotive, CRM, Digital Marketing, Software","Dallas, Texas, United States, North America",,http://www.space.auto,Space Auto,https://www.crunchbase.com/organization/space-auto
Series A - Twig Fertility,https://www.crunchbase.com/funding_round/twig-fertility-series-a--66c80887,Series A,8000000,CAD,5959098,2023-06-06,1,2,Twig Fertility operates as a fertility clinic and reproductive health company.,"Health Care, Medical","Toronto, Ontario, Canada, North America",,https://twigfertility.com/,Twig Fertility,https://www.crunchbase.com/organization/twig-fertility
Series B - Onemile,https://www.crunchbase.com/funding_round/onemile-series-b--f359af98,Series B,50000000,CNY,7165787,2023-05-16,3,4,Onemile is a manufacturer of folding electric vehicles.,"Electric Vehicle, Manufacturing, Recreational Vehicles","Beijing, Beijing, China, Asia",,http://www.onemile.com.cn,Onemile,https://www.crunchbase.com/organization/onemile
Series A - Honghu Semiconductor,https://www.crunchbase.com/funding_round/hongnu-semiconductor-series-a--05c4b602,Series A,,,,2023-05-23,6,2,Honghu Semiconductor is an enterprise dedicated to the R&D and production of localized semiconductor equipment.,"Application Specific Integrated Circuit (ASIC), Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",,https://hh-honghu.com/,Honghu Semiconductor,https://www.crunchbase.com/organization/hongnu-semiconductor
Series A - AutoCore,https://www.crunchbase.com/funding_round/autocore-series-a--1524cf6a,Series A,,,,2023-05-15,3,2,"AutoCore is a provider of intelligent mobility software, automotive electrical, and electronic architecture solutions.","Autonomous Vehicles, Intelligent Systems, Product Research","Nanjing, Jiangsu, China, Asia",,https://autocore.ai,AutoCore,https://www.crunchbase.com/organization/autocore
Series B - ESFORIN SE,https://www.crunchbase.com/funding_round/es-for-in-series-b--2b7d8bd0,Series B,7500000,EUR,8066736,2023-05-24,4,2,"ESFORIN SE is a fully digital energy company, offering modularly integrable energy solutions – for both, power and gas.","Energy, Renewable Energy","Essen, Nordrhein-Westfalen, Germany, Europe",,https://www.esforin.com,ESFORIN SE,https://www.crunchbase.com/organization/es-for-in
Series B - Jenfi,https://www.crunchbase.com/funding_round/jenfi-series-b--de3b42f8,Series B,6600000,USD,6600000,2023-05-16,7,7,Jenfi is a financial technology company that provides revenue-based financing and analytics to digital native businesses in Asia.,"Analytics, Business Development, Financial Services, FinTech, Lending, SaaS","Singapore, Central Region, Singapore, Asia",,http://jenfi.com,Jenfi,https://www.crunchbase.com/organization/jenfi
Series B - brrr°,https://www.crunchbase.com/funding_round/brrr-series-b--9a5dff8f,Series B,6300000,USD,6300000,2023-06-01,1,7,brrr° is an operator of a textile technology company intended to provide the cooling fabric.,Textiles,"Atlanta, Georgia, United States, North America",$1M to $10M,https://www.brrr.com,brrr°,https://www.crunchbase.com/organization/brrr
Series A - Buzzkill Labs,https://www.crunchbase.com/funding_round/buzzkill-labs-series-a--de4af542,Series A,,,,2023-05-17,1,2,Buzzkill Labs develops and commercializes drug testing for legal cannabis.,"Biotechnology, Health Care, Health Diagnostics, Medical","Livermore, California, United States, North America",,https://www.buzzkilllabs.com/,Buzzkill Labs,https://www.crunchbase.com/organization/buzzkill-labs
Series A - LAND Moto,https://www.crunchbase.com/funding_round/land-moto-series-a--b1db1411,Series A,,,,2023-05-30,1,2,LAND Moto is a manufacturing company that focuses on electric bikes.,"Automotive, Electric Vehicle, Manufacturing","Cleveland, Ohio, United States, North America",,https://landmoto.io/,LAND Moto,https://www.crunchbase.com/organization/land-moto
Series A - AtomVie Global Radiopharma,https://www.crunchbase.com/funding_round/atomvie-global-radiopharma-series-a--d03606d9,Series A,90000000,USD,90000000,2023-06-01,1,2,AtomVie Global Radiopharma is a global contract development and manufacturing organization.,"Manufacturing, Medical Device","Hamilton, Ontario, Canada, North America",,https://www.atomvie.com/,AtomVie Global Radiopharma,https://www.crunchbase.com/organization/atomvie-global-radiopharma
Series A - Cholesgen,https://www.crunchbase.com/funding_round/cholesgen-series-a--c81152e1,Series A,100000000,CNY,14046127,2023-06-06,5,1,Cholesgen is a biopharmaceutical company dedicated to developing innovative drugs.,"Biotechnology, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",,http://cholesgen.com,Cholesgen,https://www.crunchbase.com/organization/cholesgen
Series A - Gilbert Technologies,https://www.crunchbase.com/funding_round/gilbert-technologies-series-a--0571c2bf,Series A,4000000,EUR,4278472,2023-06-07,5,3,"Gilbert Technologies develop unique and innovative medical devices for inhalation therapeutic,applications.","Health Care, Medical, Medical Device","Bussum, Noord-Holland, The Netherlands, Europe",,https://www.gilberttechnologies.eu/,Gilbert Technologies,https://www.crunchbase.com/organization/gilbert-technologies
Series A - Glassdome,https://www.crunchbase.com/funding_round/glassdome-series-a--9765768f,Series A,8600000,USD,8600000,2023-05-17,7,4,The New Operating System for Industry,"Internet of Things, Software","Camas, Washington, United States, North America",,https://www.glassdome.us,Glassdome,https://www.crunchbase.com/organization/glassdome
Series A - Aibo Medical Robot,https://www.crunchbase.com/funding_round/aibo-medical-robot-series-a--339bb416,Series A,100000000,CNY,14095426,2023-06-01,4,2,Aibo Medical Robot focuses on the research and development of vascular interventional surgery robots.,"Medical, Medical Device, Robotics","Longgang, Guangdong, China, Asia",,http://abrobo.com/,Aibo Medical Robot,https://www.crunchbase.com/organization/aibo-medical-robot
Series A - Deep Intelligent Control,https://www.crunchbase.com/funding_round/deepctrls-series-a--fe2c3823,Series A,100000000,CNY,14331575,2023-05-16,6,2,Deepin Intelligent Control is a smart energy company.,"Energy, Internet of Things","Nanjing, Jiangsu, China, Asia",,https://www.deepctrls.com/deepsight/pcweb/index.html,Deep Intelligent Control,https://www.crunchbase.com/organization/deepctrls
Series A - Longying Semiconductor,https://www.crunchbase.com/funding_round/longying-semiconductor-series-a--7fb669e6,Series A,,,,2023-05-24,3,1,"Longying Semiconductory focuses on automotive programmable design, high-precision clock chips, power management chips and EMI algorithms.","Power Grid, Semiconductor","Ningbo, Zhejiang, China, Asia",,https://www.lfc-semi.com/index/,Longying Semiconductor,https://www.crunchbase.com/organization/longying-semiconductor
Series B - Zhonghao Xinying,https://www.crunchbase.com/funding_round/zhonghao-xinying-series-b--c5e7bb59,Series B,,,,2023-05-16,6,2,"Zhonghao Xinying is an AI chip developer, mainly engaged in the research and development, design and sales of artificial intelligence.","Advanced Materials, Artificial Intelligence","Hangzhou, Zhejiang, China, Asia",,https://www.zhcltech.com,Zhonghao Xinying,https://www.crunchbase.com/organization/zhonghao-xinying
Series B - Alkeus Pharmaceuticals,https://www.crunchbase.com/funding_round/alkeus-pharmaceuticals-series-b--d0aef9f3,Series B,150000000,USD,150000000,2023-06-05,4,2,Alkeus Pharmaceuticals is a Boston-based startup focused on treatments for serious ophthalmic conditions.,"Biotechnology, Medical, Medical Device, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$1M to $10M,http://www.alkeuspharma.com,Alkeus Pharmaceuticals,https://www.crunchbase.com/organization/alkeus-pharmaceuticals
Series A - Hydrolix,https://www.crunchbase.com/funding_round/hydrolix-series-a--08254b19,Series A,20000000,USD,20000000,2023-06-05,5,3,Hydrolix is an early-stage startup with an ambition to change the economics of high density data.,"Cloud Data Services, Database, Information Technology, Internet, Outsourcing","Portland, Oregon, United States, North America",,https://www.hydrolix.io/,Hydrolix,https://www.crunchbase.com/organization/hydrolix
Series A - Unlimited,https://www.crunchbase.com/funding_round/unlimited-b4a6-series-a--53cfaa18,Series A,8000000,USD,8000000,2023-05-23,3,1,Unlimited is an investor that employs machine learning to create solutions that mimic alternative investment index returns.,"Financial Services, Impact Investing, Venture Capital","New York, New York, United States, North America",,https://www.unlimitedfunds.com,Unlimited,https://www.crunchbase.com/organization/unlimited-b4a6
Series B - Noveon Magnetics,https://www.crunchbase.com/funding_round/urban-mining-company-series-b--3c0360a3,Series B,75000000,USD,75000000,2023-05-16,2,2,Noveon Magnetics develops a proprietary Magnet-to-Magnetärecycling process.,"Manufacturing, Mining, Recycling","San Marcos, Texas, United States, North America",$1M to $10M,https://noveon.co/,Noveon Magnetics,https://www.crunchbase.com/organization/urban-mining-company
Series B - neoom ag,https://www.crunchbase.com/funding_round/neoom-group-series-b--bd04fca1,Series B,16000000,EUR,17170145,2023-05-26,2,5,neoom is a European Cleantech scale-up founded in Austria.,"Clean Energy, CleanTech, Cloud Computing, Energy, Energy Storage, Renewable Energy","Freistadt, Oberosterreich, Austria, Europe",,https://www.neoom.com,neoom ag,https://www.crunchbase.com/organization/neoom-group
Series A - Miyue Technology,https://www.crunchbase.com/funding_round/miyue-technology-series-a--79db35f3,Series A,28000000,USD,28000000,2023-05-25,1,1,Miyue Technology is a local AI digital economy new ecological service provider.,"Artificial Intelligence, Digital Media",,,,Miyue Technology,https://www.crunchbase.com/organization/miyue-technology
Series B - Sourcemap,https://www.crunchbase.com/funding_round/sourcemap-series-b--9514e65e,Series B,20000000,USD,20000000,2023-06-06,2,5,Sourcemap develops enterprise software for end-to-end supply chain visibility.,"Compliance, Risk Management, Supply Chain Management","New York, New York, United States, North America",$1M to $10M,http://www.sourcemap.com,Sourcemap,https://www.crunchbase.com/organization/sourcemap
Series A - Pledge,https://www.crunchbase.com/funding_round/pledge-62c5-series-a--ee75252a,Series A,8000000,GBP,9987690,2023-05-16,6,2,Pledge empowers logistics and supply chain leaders to reach their sustainability goals through its accredited and integrated software.,"Information Technology, Logistics, Software","London, England, United Kingdom, Europe",,https://www.pledge.io/,Pledge,https://www.crunchbase.com/organization/pledge-62c5
Series A - Easy Logic,https://www.crunchbase.com/funding_round/easy-logic-series-a--e4d274e7,Series A,,,,2023-05-22,3,1,Easy Logic is a developer of electronic design automation tools.,"Electronic Design Automation (EDA), Electronics, Manufacturing","Shenzhen, Guangdong, China, Asia",,https://www.easylogiceda.com/,Easy Logic,https://www.crunchbase.com/organization/easy-logic
Series A - Djust,https://www.crunchbase.com/funding_round/djust-series-a--1be39062,Series A,12000000,EUR,12934114,2023-06-12,2,2,DJUST is a digital B2B e-commerce platform.,E-Commerce,"Paris, Ile-de-France, France, Europe",,https://www.djust.io/,Djust,https://www.crunchbase.com/organization/djust
Series B - Amogy,https://www.crunchbase.com/funding_round/amogy-series-b--60602e52,Series B,11000000,USD,11000000,2023-06-05,2,5,Amogy offers an innovative clean energy system using ammonia as a renewable fuel.,"Clean Energy, CleanTech, Energy, Renewable Energy, Sustainability","Brooklyn, New York, United States, North America",,https://www.amogy.co,Amogy,https://www.crunchbase.com/organization/amogy
Series A - Guo’s Huadan Tea,https://www.crunchbase.com/funding_round/guo-s-huadan-tea-series-a--29beaedd,Series A,,,,2023-05-23,1,1,Guo’s Huadan Tea is a brand of new Chinese-style tea drinks.,"Food and Beverage, Tea","Shapingba, Chongqing, China, Asia",,,Guo’s Huadan Tea,https://www.crunchbase.com/organization/guo-s-huadan-tea
